"gene_id","length"
"LOC107986385",491
"LOC107986386",470
"LOC107986387",370
"LOC107986388",411
"LOC107986391",1544
"LOC107986392",782
"LOC107986394",1046
"LOC107986395",2700
"LOC107986396",9002
"LOC107986397",7168
"LOC107986398",674
"LOC107986399",2033
"LOC107986400",5694
"LOC107986401",2836
"LOC107986403",5080
"LOC107986405",678
"LOC107986406",6843
"LOC107986409",242
"LOC107986410",3762
"LOC107986412",2355
"LOC107986413",3034
"LOC107986414",3409
"LOC107986415",789
"LOC107986416",1970
"LOC107986418",1016
"LOC107986419",777
"LOC107986420",324
"LOC107986421",13566
"LOC107986422",4041
"LOC107986423",1025
"LOC107986424",5723
"LOC107986426",1027
"LOC107986427",2945
"LOC107986428",5565
"LOC107986430",1936
"LOC107986431",194
"LOC107986432",8881
"LOC107986433",769
"LOC107986434",4142
"LOC107986435",667
"LOC107986436",1629
"LOC107986437",7447
"LOC107986438",2614
"LOC107986439",903
"LOC107986440",1064
"LOC107986441",597
"LOC107986444",2584
"LOC107986446",1540
"LOC107986448",421
"LOC107986449",507
"LOC107986450",1417
"LOC107986451",968
"LOC107986452",3844
"LOC107986453",966
"LOC107986454",9248
"LOC107986455",1896
"LOC107986457",3508
"LOC107986458",4340
"LOC107986459",1377
"LOC107986461",2797
"LOC107986462",813
"LOC107986463",801
"LOC107986464",623
"LOC107986465",3912
"LOC107986466",1942
"LOC107986467",651
"LOC107986468",375
"LOC107986469",349
"LOC107986470",6189
"LOC107986472",1005
"LOC107986473",1173
"LOC107986474",814
"LOC107986475",5903
"LOC107986476",7060
"LOC107986477",1471
"LOC107986478",2052
"LOC107986479",687
"LOC107986482",1022
"LOC107986483",701
"LOC107986484",405
"LOC107986485",12248
"LOC107986486",786
"LOC107986487",593
"LOC107986488",3741
"LOC107986489",2365
"LOC107986490",1579
"LOC107986491",1224
"LOC107986492",1087
"LOC107986493",356
"LOC107986494",2258
"LOC107986495",249
"LOC107986512",2959
"LOC107986513",18112
"LOC107986514",1915
"LOC107986515",5195
"LOC107986516",724
"LOC107986517",784
"LOC107986519",674
"LOC107986520",756
"LOC107986522",461
"LOC107986523",6814
"LOC107986524",1618
"LOC107986525",2483
"LOC107986526",998
"LOC107986528",940
"LOC107986529",3824
"LOC107986530",710
"LOC107986531",881
"LOC107986534",445
"LOC107986535",502
"LOC107986537",1038
"LOC107986538",938
"LOC107986539",453
"LOC107986540",611
"LOC107986541",1649
"LOC107986543",560
"LOC107986544",712
"LOC107986545",332
"LOC107986546",465
"LOC107986547",661
"LOC107986548",1105
"LOC107986549",1370
"LOC107986550",437
"LOC107986551",1116
"LOC107986552",577
"LOC107986553",4100
"LOC107986555",2217
"LOC107986556",2803
"LOC107986557",439
"LOC107986558",3630
"LOC107986559",260
"LOC107986560",554
"LOC107986561",2397
"LOC107986562",912
"LOC107986564",532
"LOC107986566",7312
"LOC107986567",1905
"LOC107986569",1318
"LOC107986570",2119
"LOC107986571",1779
"LOC107986572",589
"LOC107986573",1023
"LOC107986574",318
"LOC107986575",1904
"LOC107986576",772
"LOC107986577",1569
"LOC107986578",1392
"LOC107986579",766
"LOC107986582",533
"LOC107986583",2969
"LOC107986584",5003
"LOC107986586",742
"LOC107986588",13741
"LOC107986589",3380
"LOC107986590",1563
"LOC107986592",1866
"LOC107986594",1989
"LOC107986595",673
"LOC107986596",1127
"LOC107986597",278
"LOC107986598",3303
"LOC107986599",1093
"LOC107986600",6073
"LOC107986601",447
"LOC107986602",1837
"LOC107986603",3143
"LOC107986604",415
"LOC107986606",3220
"LOC107986607",382
"LOC107986608",1151
"LOC107986610",887
"LOC107986611",227
"LOC107986613",1545
"LOC107986614",3635
"LOC107986617",3868
"LOC107986619",789
"LOC107986620",3866
"LOC107986621",261
"LOC107986622",981
"LOC107986623",1880
"LOC107986624",454
"LOC107986625",587
"LOC107986626",1992
"LOC107986627",363
"LOC107986629",892
"LOC107986630",1102
"LOC107986631",1970
"LOC107986632",1891
"LOC107986633",842
"LOC107986634",891
"LOC107986635",765
"LOC107986636",1114
"LOC107986637",1715
"LOC107986638",1052
"LOC107986639",1273
"LOC107986640",1060
"LOC107986641",238
"LOC107986642",1555
"LOC107986643",1248
"LOC107986644",1689
"LOC107986646",907
"LOC107986648",3194
"LOC107986649",12723
"LOC107986650",820
"LOC107986651",1033
"LOC107986652",1326
"LOC107986653",589
"LOC107986654",501
"LOC107986656",8708
"LOC107986659",303
"LOC107986660",706
"LOC107986661",3177
"LOC107986662",221
"LOC107986663",3713
"LOC107986664",1453
"LOC107986665",488
"LOC107986666",4925
"LOC107986667",527
"LOC107986668",3890
"LOC107986669",2560
"LOC107986671",1498
"LOC107986672",1810
"LOC107986673",6628
"LOC107986674",5619
"LOC107986675",5824
"LOC107986676",3780
"LOC107986694",399
"LOC107986696",399
"LOC107986697",4988
"LOC107986698",6537
"LOC107986699",7493
"LOC107986704",2480
"LOC107986707",2257
"LOC107986708",1251
"LOC107986709",2482
"LOC107986710",1222
"LOC107986712",5241
"LOC107986713",957
"LOC107986714",1196
"LOC107986715",1567
"LOC107986716",337
"LOC107986717",1520
"LOC107986718",3611
"LOC107986719",298
"LOC107986720",461
"LOC107986721",847
"LOC107986722",4006
"LOC107986723",1033
"LOC107986727",2201
"LOC107986731",436
"LOC107986733",373
"LOC107986734",361
"LOC107986735",1071
"LOC107986736",887
"LOC107986737",368
"LOC107986738",282
"LOC107986740",398
"LOC107986741",1417
"LOC107986742",1077
"LOC107986743",1673
"LOC107986744",740
"LOC107986745",376
"LOC107986746",231
"LOC107986747",584
"LOC107986749",1126
"LOC107986750",783
"LOC107986751",1355
"LOC107986755",7226
"LOC107986756",1040
"LOC107986757",546
"LOC107986758",585
"LOC107986759",836
"LOC107986760",1314
"LOC107986761",1369
"LOC107986762",2182
"LOC107986763",702
"LOC107986764",1674
"LOC107986766",562
"LOC107986767",624
"LOC107986768",842
"LOC107986769",3884
"LOC107986770",537
"LOC107986772",1170
"LOC107986773",1850
"LOC107986774",1779
"LOC107986775",959
"LOC107986776",2047
"LOC107986777",12678
"LOC107986778",2064
"LOC107986779",987
"LOC107986780",13876
"LOC107986781",608
"LOC107986782",1935
"LOC107986783",735
"LOC107986784",1815
"LOC107986785",4954
"LOC107986786",2075
"LOC107986787",1072
"LOC107986788",1304
"LOC107986789",2103
"LOC107986790",437
"LOC107986794",561
"LOC107986795",524
"LOC107986796",743
"LOC107986798",2586
"LOC107986799",1686
"LOC107986800",3252
"LOC107986811",1660
"LOC107986812",1724
"LOC107986813",6340
"LOC107986814",952
"LOC107986815",272
"LOC107986816",2015
"LOC107986817",284
"LOC107986819",1996
"LOC107986820",6620
"LOC107986821",6086
"LOC107986822",213
"LOC107986823",2111
"LOC107986825",1559
"LOC107986826",304
"LOC107986828",1602
"LOC107986829",390
"LOC107986830",339
"LOC107986832",639
"LOC107986833",1265
"LOC107986834",705
"LOC107986835",699
"LOC107986836",539
"LOC107986837",4290
"LOC107986838",2410
"LOC107986839",2102
"LOC107986840",3216
"LOC107986841",2163
"LOC107986842",455
"LOC107986843",644
"LOC107986845",957
"LOC107986846",556
"LOC107986847",2707
"LOC107986848",2367
"LOC107986849",971
"LOC107986850",2291
"LOC107986852",495
"LOC107986853",2098
"LOC107986854",682
"LOC107986855",2019
"LOC107986856",494
"LOC107986858",2429
"LOC107986859",1308
"LOC107986860",1381
"LOC107986862",2564
"LOC107986863",2582
"LOC107986864",5094
"LOC107986865",4772
"LOC107986868",452
"LOC107986870",503
"LOC107986871",5554
"LOC107986872",5116
"LOC107986874",6022
"LOC107986875",2055
"LOC107986876",1868
"LOC107986878",246
"LOC107986880",406
"LOC107986881",1850
"LOC107986882",1102
"LOC107986883",588
"LOC107986884",289
"LOC107986885",1362
"LOC107986886",503
"LOC107986887",286
"LOC107986888",640
"LOC107986889",600
"LOC107986890",4059
"LOC107986891",775
"LOC107986892",174
"LOC107986893",578
"LOC107986894",799
"LOC107986895",872
"LOC107986896",909
"LOC107986897",752
"LOC107986898",644
"LOC107986899",324
"LOC107986901",1019
"LOC107986902",2958
"LOC107986903",472
"LOC107986904",1741
"LOC107986905",508
"LOC107986906",1009
"LOC107986907",713
"LOC107986908",3814
"LOC107986909",4718
"LOC107986910",3694
"LOC107986912",963
"LOC107986913",2722
"LOC107986914",1669
"LOC107986916",823
"LOC107986918",7227
"LOC107986919",1681
"LOC107986920",589
"LOC107986921",306
"LOC107986922",3764
"LOC107986923",237
"LOC107986924",5057
"LOC107986925",4777
"LOC107986926",4787
"LOC107986929",351
"LOC107986930",7017
"LOC107986931",2135
"LOC107986932",321
"LOC107986933",1075
"LOC107986934",1605
"LOC107986935",1757
"LOC107986936",1703
"LOC107986938",1440
"LOC107986939",2653
"LOC107986940",1815
"LOC107986941",145
"LOC107986942",3543
"LOC107986943",341
"LOC107986944",618
"LOC107986945",1521
"LOC107986946",2515
"LOC107986948",720
"LOC107986949",352
"LOC107986950",2582
"LOC107986951",556
"LOC107986952",650
"LOC107986953",216
"LOC107986954",2283
"LOC107986955",857
"LOC107986956",870
"LOC107986957",745
"LOC107986959",4075
"LOC107986960",3054
"LOC107986961",745
"LOC107986963",10554
"LOC107986964",410
"LOC107986965",438
"LOC107986966",1025
"LOC107986968",1073
"LOC107986969",4350
"LOC107986970",2264
"LOC107986971",205
"LOC107986972",534
"LOC107986973",1779
"LOC107986974",5365
"LOC107986976",4408
"LOC107986977",1985
"LOC107986978",829
"LOC107986979",455
"LOC107986981",5948
"LOC107986982",4419
"LOC107986983",523
"LOC107986984",2660
"LOC107986985",1281
"LOC107986986",4865
"LOC107986990",12759
"LOC107986991",994
"LOC107986992",2448
"LOC107986993",585
"LOC107986995",861
"LOC107986997",5603
"LOC107986998",1527
"LOC107986999",1754
"LOC107987000",4725
"LOC107987003",2423
"LOC107987004",1673
"LOC107987006",3092
"LOC107987007",3355
"LOC107987008",2103
"LOC107987009",1369
"LOC107987010",536
"LOC107987011",2259
"LOC107987012",2255
"LOC107987013",711
"LOC107987014",1041
"LOC107987015",2564
"LOC107987016",3264
"LOC107987021",668
"LOC107987022",2310
"LOC107987023",720
"LOC107987024",717
"LOC107987025",3383
"LOC107987026",615
"LOC107987027",475
"LOC107987028",454
"LOC107987029",787
"LOC107987031",632
"LOC107987032",1029
"LOC107987033",1221
"LOC107987035",413
"LOC107987037",481
"LOC107987038",549
"LOC107987039",1138
"LOC107987040",516
"LOC107987042",2668
"LOC107987043",6201
"LOC107987044",1368
"LOC107987046",1848
"LOC107987047",2743
"LOC107987048",344
"LOC107987049",917
"LOC107987051",3380
"LOC107987052",632
"LOC107987053",1114
"LOC107987054",2962
"LOC107987055",7506
"LOC107987056",607
"LOC107987057",8153
"LOC107987058",3509
"LOC107987059",622
"LOC107987060",1014
"LOC107987061",568
"LOC107987063",1276
"LOC107987064",326
"LOC107987065",1137
"LOC107987066",1988
"LOC107987067",776
"LOC107987068",1701
"LOC107987069",704
"LOC107987070",1166
"LOC107987071",1986
"LOC107987072",1105
"LOC107987073",3892
"LOC107987074",620
"LOC107987076",3529
"LOC107987077",1432
"LOC107987078",7311
"LOC107987079",1842
"LOC107987080",8159
"LOC107987081",16611
"LOC107987082",567
"LOC107987083",9150
"LOC107987084",3429
"LOC107987085",745
"LOC107987086",679
"LOC107987087",558
"LOC107987088",595
"LOC107987089",3499
"LOC107987090",2021
"LOC107987091",2472
"LOC107987094",1284
"LOC107987095",2021
"LOC107987097",7106
"LOC107987099",607
"LOC107987100",2301
"LOC107987101",1053
"LOC107987102",2154
"LOC107987103",1890
"LOC107987104",3283
"LOC107987105",906
"LOC107987107",1257
"LOC107987108",7069
"LOC107987109",1116
"LOC107987110",1143
"LOC107987111",790
"LOC107987112",4786
"LOC107987113",4227
"LOC107987114",391
"LOC107987115",2828
"LOC107987116",517
"LOC107987117",257
"LOC107987118",3470
"LOC107987119",405
"LOC107987120",941
"LOC107987121",1440
"LOC107987122",1139
"LOC107987123",3374
"LOC107987124",1269
"LOC107987125",4688
"LOC107987126",1565
"LOC107987128",2636
"LOC107987129",4367
"LOC107987132",2042
"LOC107987133",530
"LOC107987134",2377
"LOC107987135",4168
"LOC107987137",8408
"LOC107987138",3161
"LOC107987139",1458
"LOC107987140",1890
"LOC107987142",3302
"LOC107987143",487
"LOC107987145",558
"LOC107987146",344
"LOC107987147",4711
"LOC107987148",1388
"LOC107987150",3208
"LOC107987151",1244
"LOC107987152",9426
"LOC107987153",5676
"LOC107987157",1398
"LOC107987158",6741
"LOC107987159",3253
"LOC107987160",3435
"LOC107987164",311
"LOC107987165",1739
"LOC107987166",2268
"LOC107987168",1352
"LOC107987169",1031
"LOC107987170",4118
"LOC107987171",1997
"LOC107987172",806
"LOC107987174",832
"LOC107987176",1289
"LOC107987177",1196
"LOC107987178",1083
"LOC107987180",8064
"LOC107987181",191
"LOC107987182",2548
"LOC107987183",4131
"LOC107987186",3742
"LOC107987187",566
"LOC107987189",497
"LOC107987190",217
"LOC107987191",193
"LOC107987192",1916
"LOC107987204",1198
"LOC107987206",1114
"LOC107987207",2294
"LOC107987209",3280
"LOC107987210",552
"LOC107987211",6244
"LOC107987217",1965
"LOC107987218",2024
"LOC107987219",1710
"LOC107987220",702
"LOC107987221",443
"LOC107987222",504
"LOC107987223",885
"LOC107987224",1277
"LOC107987225",1020
"LOC107987227",337
"LOC107987228",1648
"LOC107987232",418
"LOC107987234",9516
"LOC107987235",927
"LOC107987236",1959
"LOC107987237",1925
"LOC107987238",716
"LOC107987240",2075
"LOC107987241",1154
"LOC107987243",1295
"LOC107987244",930
"LOC107987245",3396
"LOC107987246",1614
"LOC107987247",3513
"LOC107987248",660
"LOC107987249",1994
"LOC107987250",5125
"LOC107987251",4723
"LOC107987254",3241
"LOC107987256",1536
"LOC107987258",10078
"LOC107987261",5122
"LOC107987262",300
"LOC107987264",925
"LOC107987266",1575
"LOC107987267",1913
"LOC107987269",1743
"LOC107987270",522
"LOC107987272",1971
"LOC107987276",2573
"LOC107987277",1973
"LOC107987278",1867
"LOC107987280",1080
"LOC107987281",1000
"LOC107987282",895
"LOC107987284",2961
"LOC107987285",3409
"LOC107987288",1026
"LOC107987289",4993
"LOC107987292",2024
"LOC107987293",2581
"LOC107987294",2506
"LOC107987296",4692
"LOC107987299",6490
"LOC107987300",4163
"LOC107987301",2629
"LOC107987302",3324
"LOC107987303",1144
"LOC107987304",997
"LOC107987308",2464
"LOC107987309",2464
"LOC107987311",468
"LOC107987320",1500
"LOC107987322",1440
"LOC107987323",617
"LOC107987324",1735
"LOC107987325",366
"LOC107987326",2431
"LOC107987327",378
"LOC107987328",254
"LOC107987329",254
"LOC107987331",1558
"LOC107987334",899
"LOC107987335",1494
"LOC107987338",956
"LOC107987339",869
"LOC107987340",507
"LOC107987342",311
"LOC107987343",3416
"LOC107987344",825
"LOC107987346",756
"LOC107987347",3373
"LOC107987348",5096
"LOC107987349",447
"LOC107987350",5096
"LOC107987352",447
"LOC107987353",324
"LOC107987354",412
"LOC107987355",382
"LOC107987356",376
"LOC107987357",346
"LOC107987358",936
"LOC107987359",745
"LOC107987360",2500
"LOC107987362",782
"LOC107987365",1532
"LOC107987366",4356
"LOC107987369",690
"LOC107987370",1075
"LOC107987371",1041
"LOC107987372",823
"LOC107987373",1295
"LOC107987374",2282
"LOC107987375",2137
"LOC107987378",1553
"LOC107987379",1270
"LOC107987380",982
"LOC107987381",1012
"LOC107987382",602
"LOC107987383",775
"LOC107987384",483
"LOC107987386",849
"LOC107987389",4002
"LOC107987391",6050
"LOC107987392",1042
"LOC107987393",342
"LOC107987394",3418
"LOC107987395",1792
"LOC107987396",1222
"LOC107987398",1607
"LOC107987399",673
"LOC107987401",8062
"LOC107987405",221
"LOC107987407",1065
"LOC107987408",1543
"LOC107987411",412
"LOC107987412",1444
"LOC107987413",1553
"LOC107987414",1630
"LOC107987416",359
"LOC107987417",479
"LOC107987418",222
"LOC107987419",2625
"LOC107987420",583
"LOC107987421",247
"LOC107987422",1310
"LOC107987423",1261
"LOC107987425",2289
"LOC107987426",2569
"LOC107987427",3714
"LOC107987429",4036
"LOC107987432",1982
"LOC107987433",3332
"LOC107987434",583
"LOC107987435",3275
"LOC107987436",988
"LOC107987437",1191
"LOC107987438",974
"LOC107987440",3626
"LOC107987441",981
"LOC107987443",3153
"LOC107987447",3536
"LOC107987448",351
"LOC107987449",989
"LOC107987452",3626
"LOC107987457",2821
"LOC107987459",989
"LOC107987461",1251
"LOC107987462",2317
"LOC107987463",1331
"LOC107987464",10825
"LOC107987467",1450
"LOC107987470",2367
"LOC107987473",394
"LOC107987474",583
"LOC107987475",2921
"LOC107987476",463
"LOC107987477",2789
"LOC107987478",1684
"LOC107987479",1684
"LOC107987483",1425
"LOC107987484",1285
"LOC107987485",1285
"LOC107987486",1285
"LOC107987487",1285
"LOC107987545",1711
"LOC110091768",2009
"LOC110091776",1341
"LOC110091777",9978
"LOC110262331",1865
"LOC110384692",5427
"LOC110467520",151
"LOC110467521",152
"LOC110467522",152
"LOC110467523",152
"LOC110467524",152
"LOC110467526",2579
"LOC110467527",3678
"LOC110467528",2045
"LOC110467529",2797
"LOC110467531",4213
"LOC110467533",1849
"LOC110467534",1849
"LOC110467535",1853
"LOC110467536",1854
"LOC110467537",1869
"LOC110467538",1860
"LOC110596867",694
"LOC111501764",421
"LOC112267855",1707
"LOC112267858",4839
"LOC112267859",1220
"LOC112267861",1785
"LOC112267864",264
"LOC112267865",5852
"LOC112267866",3830
"LOC112267867",1073
"LOC112267868",1877
"LOC112267869",1492
"LOC112267870",3152
"LOC112267871",1292
"LOC112267872",4875
"LOC112267875",9629
"LOC112267876",603
"LOC112267879",6095
"LOC112267881",1466
"LOC112267883",3378
"LOC112267884",520
"LOC112267888",642
"LOC112267890",952
"LOC112267891",806
"LOC112267892",4556
"LOC112267893",2813
"LOC112267895",2540
"LOC112267896",937
"LOC112267897",1436
"LOC112267899",1463
"LOC112267900",9912
"LOC112267901",970
"LOC112267902",11341
"LOC112267903",1913
"LOC112267904",6636
"LOC112267905",5516
"LOC112267906",1402
"LOC112267907",1722
"LOC112267908",858
"LOC112267909",1646
"LOC112267910",5396
"LOC112267911",1253
"LOC112267913",1368
"LOC112267914",6370
"LOC112267915",3597
"LOC112267916",2863
"LOC112267917",1359
"LOC112267918",1361
"LOC112267924",1598
"LOC112267925",4332
"LOC112267926",1598
"LOC112267927",782
"LOC112267929",1135
"LOC112267931",609
"LOC112267932",1026
"LOC112267933",469
"LOC112267934",4032
"LOC112267935",3303
"LOC112267936",1721
"LOC112267937",1034
"LOC112267938",4498
"LOC112267941",9844
"LOC112267942",1210
"LOC112267943",3762
"LOC112267944",2567
"LOC112267946",1356
"LOC112267948",747
"LOC112267949",288
"LOC112267952",2744
"LOC112267953",1579
"LOC112267954",2548
"LOC112267955",2334
"LOC112267956",2005
"LOC112267957",1233
"LOC112267962",389
"LOC112267963",2394
"LOC112267965",4074
"LOC112267966",3181
"LOC112267967",4990
"LOC112267968",5327
"LOC112267969",309
"LOC112267970",4015
"LOC112267972",5970
"LOC112267973",9324
"LOC112267974",4335
"LOC112267975",732
"LOC112267976",955
"LOC112267977",414
"LOC112267978",1342
"LOC112267979",875
"LOC112267980",894
"LOC112267981",661
"LOC112267982",612
"LOC112267984",6129
"LOC112267985",1508
"LOC112267986",997
"LOC112267987",1691
"LOC112267988",5630
"LOC112267989",20328
"LOC112267990",217
"LOC112267991",4753
"LOC112267992",6320
"LOC112267993",2746
"LOC112267994",1711
"LOC112267995",716
"LOC112267998",1788
"LOC112267999",1207
"LOC112268006",703
"LOC112268008",7957
"LOC112268009",9260
"LOC112268010",2014
"LOC112268011",1039
"LOC112268012",2485
"LOC112268014",1672
"LOC112268015",8560
"LOC112268016",5041
"LOC112268017",589
"LOC112268018",183
"LOC112268019",2267
"LOC112268020",848
"LOC112268021",6598
"LOC112268022",28158
"LOC112268023",999
"LOC112268024",4593
"LOC112268025",3374
"LOC112268026",277
"LOC112268027",4622
"LOC112268028",3485
"LOC112268029",1629
"LOC112268030",3497
"LOC112268031",4386
"LOC112268032",356
"LOC112268033",123
"LOC112268034",1228
"LOC112268035",11652
"LOC112268036",868
"LOC112268037",2534
"LOC112268038",4143
"LOC112268039",877
"LOC112268043",4784
"LOC112268044",1640
"LOC112268045",3350
"LOC112268046",1312
"LOC112268047",5876
"LOC112268048",1981
"LOC112268049",1284
"LOC112268050",3836
"LOC112268051",3110
"LOC112268052",1267
"LOC112268053",620
"LOC112268054",3050
"LOC112268055",2776
"LOC112268056",2665
"LOC112268057",7094
"LOC112268058",2792
"LOC112268059",1579
"LOC112268060",254
"LOC112268061",14684
"LOC112268062",2413
"LOC112268063",4765
"LOC112268064",2198
"LOC112268065",3606
"LOC112268066",10637
"LOC112268067",3461
"LOC112268068",4052
"LOC112268069",671
"LOC112268070",1143
"LOC112268071",7510
"LOC112268072",3827
"LOC112268073",639
"LOC112268075",2221
"LOC112268076",3858
"LOC112268077",5015
"LOC112268078",734
"LOC112268079",1361
"LOC112268080",2807
"LOC112268081",3477
"LOC112268082",1510
"LOC112268083",595
"LOC112268084",7329
"LOC112268085",277
"LOC112268086",3151
"LOC112268087",514
"LOC112268088",1713
"LOC112268090",1562
"LOC112268092",2329
"LOC112268093",3344
"LOC112268094",715
"LOC112268095",1579
"LOC112268096",4782
"LOC112268099",1390
"LOC112268100",3882
"LOC112268101",4410
"LOC112268102",1673
"LOC112268103",6044
"LOC112268104",3069
"LOC112268106",6786
"LOC112268107",1705
"LOC112268108",1111
"LOC112268109",5636
"LOC112268110",652
"LOC112268111",433
"LOC112268112",15283
"LOC112268113",5624
"LOC112268114",579
"LOC112268115",2393
"LOC112268116",992
"LOC112268117",1122
"LOC112268118",181
"LOC112268119",2049
"LOC112268120",1332
"LOC112268121",5321
"LOC112268122",5292
"LOC112268123",1262
"LOC112268125",8594
"LOC112268126",1481
"LOC112268127",3690
"LOC112268128",2199
"LOC112268129",1456
"LOC112268130",3941
"LOC112268131",5262
"LOC112268132",501
"LOC112268133",5194
"LOC112268134",4265
"LOC112268135",672
"LOC112268136",898
"LOC112268138",1102
"LOC112268139",1387
"LOC112268140",1881
"LOC112268141",1064
"LOC112268142",1287
"LOC112268143",617
"LOC112268144",3256
"LOC112268145",1351
"LOC112268146",1153
"LOC112268147",2057
"LOC112268148",1093
"LOC112268149",308
"LOC112268150",1815
"LOC112268151",6997
"LOC112268152",987
"LOC112268153",5483
"LOC112268154",2583
"LOC112268155",5862
"LOC112268156",521
"LOC112268159",3294
"LOC112268160",1120
"LOC112268161",1664
"LOC112268162",768
"LOC112268163",2531
"LOC112268165",1299
"LOC112268166",6318
"LOC112268167",660
"LOC112268168",210
"LOC112268169",927
"LOC112268170",1469
"LOC112268171",689
"LOC112268172",1718
"LOC112268173",1790
"LOC112268174",1058
"LOC112268175",4114
"LOC112268176",1691
"LOC112268177",2932
"LOC112268178",331
"LOC112268179",1490
"LOC112268180",418
"LOC112268181",968
"LOC112268182",1030
"LOC112268183",2041
"LOC112268185",535
"LOC112268186",1416
"LOC112268187",714
"LOC112268188",181
"LOC112268189",2243
"LOC112268190",5103
"LOC112268191",1648
"LOC112268192",1664
"LOC112268193",1267
"LOC112268194",652
"LOC112268195",1055
"LOC112268196",6151
"LOC112268197",1653
"LOC112268198",4098
"LOC112268199",3529
"LOC112268200",327
"LOC112268201",662
"LOC112268202",2663
"LOC112268204",475
"LOC112268205",1657
"LOC112268206",911
"LOC112268207",638
"LOC112268208",5625
"LOC112268209",289
"LOC112268210",2274
"LOC112268212",1790
"LOC112268213",1116
"LOC112268214",3625
"LOC112268215",819
"LOC112268217",735
"LOC112268218",2032
"LOC112268219",2661
"LOC112268220",1992
"LOC112268221",3663
"LOC112268224",1296
"LOC112268225",4375
"LOC112268226",352
"LOC112268227",6054
"LOC112268228",1025
"LOC112268230",798
"LOC112268231",1691
"LOC112268234",342
"LOC112268235",10247
"LOC112268236",1573
"LOC112268239",413
"LOC112268240",1960
"LOC112268242",1791
"LOC112268244",4426
"LOC112268245",3896
"LOC112268246",2913
"LOC112268247",2824
"LOC112268248",4619
"LOC112268249",834
"LOC112268250",3034
"LOC112268251",292
"LOC112268252",3512
"LOC112268253",2831
"LOC112268254",2187
"LOC112268255",886
"LOC112268256",1650
"LOC112268257",958
"LOC112268258",1995
"LOC112268259",1554
"LOC112268260",6593
"LOC112268261",6171
"LOC112268262",798
"LOC112268263",3107
"LOC112268264",300
"LOC112268265",2168
"LOC112268266",5285
"LOC112268267",6620
"LOC112268268",7933
"LOC112268269",3859
"LOC112268270",708
"LOC112268271",2338
"LOC112268272",7415
"LOC112268273",394
"LOC112268274",1948
"LOC112268276",7137
"LOC112268278",478
"LOC112268279",736
"LOC112268280",4556
"LOC112268281",877
"LOC112268282",2577
"LOC112268283",3393
"LOC112268285",327
"LOC112268286",293
"LOC112268287",719
"LOC112268288",4254
"LOC112268289",966
"LOC112268290",783
"LOC112268291",2302
"LOC112268292",2113
"LOC112268293",1509
"LOC112268294",792
"LOC112268295",2233
"LOC112268296",919
"LOC112268297",659
"LOC112268299",2434
"LOC112268300",632
"LOC112268301",5815
"LOC112268302",1329
"LOC112268303",315
"LOC112268304",2986
"LOC112268306",180
"LOC112268307",282
"LOC112268308",2279
"LOC112268309",420
"LOC112268310",1110
"LOC112268311",1089
"LOC112268312",1883
"LOC112268313",3846
"LOC112268314",588
"LOC112268315",2232
"LOC112268316",1650
"LOC112268317",2427
"LOC112268318",1478
"LOC112268319",2694
"LOC112268320",1428
"LOC112268321",6834
"LOC112268322",5909
"LOC112268323",21084
"LOC112268325",3730
"LOC112268327",1260
"LOC112268329",444
"LOC112268330",4529
"LOC112268333",301
"LOC112268334",981
"LOC112268335",838
"LOC112268336",981
"LOC112268337",981
"LOC112268339",202
"LOC112268340",981
"LOC112268341",2286
"LOC112268342",6109
"LOC112268344",3916
"LOC112268347",1982
"LOC112268350",2678
"LOC112268354",1661
"LOC112268355",1892
"LOC112268362",1607
"LOC112268367",1611
"LOC112268371",2296
"LOC112268372",3300
"LOC112268373",1543
"LOC112268374",576
"LOC112268376",1154
"LOC112268377",1153
"LOC112268378",1148
"LOC112268379",1899
"LOC112268382",2615
"LOC112268383",3769
"LOC112268384",3284
"LOC112268385",1071
"LOC112268389",11484
"LOC112268390",1702
"LOC112268391",4851
"LOC112268392",3872
"LOC112268393",3551
"LOC112268395",2558
"LOC112268396",846
"LOC112268397",1036
"LOC112268399",2083
"LOC112268400",4817
"LOC112268401",1335
"LOC112268402",982
"LOC112268404",605
"LOC112268405",4033
"LOC112268406",352
"LOC112268407",5300
"LOC112268408",6660
"LOC112268410",429
"LOC112268411",2104
"LOC112268412",2052
"LOC112268413",686
"LOC112268415",2194
"LOC112268416",561
"LOC112268417",3683
"LOC112268418",2530
"LOC112268419",2875
"LOC112268420",8636
"LOC112268421",8011
"LOC112268422",5781
"LOC112268423",2024
"LOC112268424",2346
"LOC112268425",2076
"LOC112268426",4141
"LOC112268427",223
"LOC112268428",929
"LOC112268429",925
"LOC112268430",847
"LOC112268431",1399
"LOC112268432",6435
"LOC112268433",795
"LOC112268434",6102
"LOC112268436",1417
"LOC112268437",4016
"LOC112268438",3465
"LOC112268439",3856
"LOC112268440",1248
"LOC112268441",625
"LOC112268443",4452
"LOC112268444",4032
"LOC112268445",5554
"LOC112268446",5211
"LOC112268448",3183
"LOC112268449",1461
"LOC112268450",8738
"LOC112268451",385
"LOC112268454",478
"LOC112268455",1776
"LOC112268457",2258
"LOC112268458",4412
"LOC112268460",1508
"LOC112268461",368
"LOC112268462",373
"LOC112268463",742
"LOC112268465",1117
"LOC112268466",7221
"LOC112268467",2744
"LOC112268468",551
"LOC112268469",1314
"LOC112268470",921
"LOC112268471",10313
